Director,Year,Title,Country,Length,Genre,Col
"Milius, John",1975,"Wind and the Lion, The",US,119,War-Historical-Adventure,Col
"Milius, John",1978,Big Wednesday,US,120,Drama,Col
"Milius, John",1982,Conan the Barbarian,US,129,Fantasy-Adventure-Action,Col
"Milius, John",1984,Red Dawn,US,114,War-Action-Drama,Col
"Milland, Ray",1962,Panic in Year Zero!,US,95,Science Fiction,BW
"Millar, Gavin",1985,Dreamchild,UK,94,Fantasy-Biography,Col
"Miller, Bennett",1998,"Cruise, The",US,76,Documentary,Col-BW
"Miller, Bennett",2005,Capote,US-Canada,98,Drama-Biography,Col
"Miller, Claude",1976,"Meilleure facon de marcher, La",France,82,Drama,Col
"Miller, Claude",1983,Deadly Run/Mortelle randonnee,France,120,Thriller-Crime-Action,Col
"Miller, Claude",1989,"Little Thief, The",France,104,Drama,Col
"Miller, Claude",1998,Class Trip/La Classe de neige,France,96,Drama,Col
"Miller, Claude",2003,"Petite Lili, La",France-Canada,104,Drama,Col
"Miller, David",1962,Lonely Are the Brave,US,107,Western,BW
"Miller, George",1979,Mad Max,Australia,93,Thriller-Science Fiction-Action,Col
"Miller, George",1981,Mad Max 2,Australia,94,Science Fiction-Action,Col
"Miller, George",1987,"Witches of Eastwick, The",US,118,Horror-Comedy-Fantasy,Col
"Miller, George",1998,Babe: Pig in the City,US-Australia,95,Comedy-Family-Fantasy,Col
"Miller, George",2006,Happy Feet,US-Australia,108,Animated-Adventure-Comedy,Col
"Miller, George (2)",1982,"Man From Snowy River, The",Australia,115,Western-Adventure,Col
"Miller, Michael",1976,Jackson County Jail,US,89,Drama,Col
"Miller, Rebecca",2004,"Ballad of Jack & Rose, The",US,112,---,Col
"Miller, Robert Ellis",1968,"Heart is a Lonely Hunter, The",US,125,Drama,Col
"Miller, Robert Ellis",1978,Ishi: The Last of His Tribe ,US,100,Drama,Col
"Miller, Robert Ellis",1983,"Reuben, Reuben",US,101,Comedy,Col
"Miller, Troy",1998,Jack Frost,US,101,---,Col
"Miller, Troy",2002,Austin Powers in Goldmember,US,94,---,Col
"Milligan, Andy",1968,"Ghastly Ones, The",US,72,Horror,Col
"Milligan, Andy",1968,Seeds of Sin/Seeds,US,78,Drama-Horror,BW
"Mills, Mike",2004,Thumbsucker,US,96,Drama-Comedy,Col
"Mimouni, Gilles",1996,"Appartement, L'",France-Spain-Italy,116,Drama-Mystery-Romance,Col
"Minahan, Daniel",2000,Series 7: The Contenders,US,87,---,Col
"Miner, Steve",1999,Lake Placid,US,82,Horror-Comedy,Col
"Minghella, Anthony",1990,Truly Madly Deeply,UK,107,Romance-Fantasy,Col
"Minghella, Anthony",1996,"English Patient, The",US,160,Drama,Col
"Minghella, Anthony",1999,"Talented Mr. Ripley, The",US,139,Thriller-Mystery-Drama,Col
"Minghella, Anthony",2003,Cold Mountain,US-UK-Romania-Italy,155,War-Romance-Drama,Col
"Minkoff, Rob",1999,Stuart Little,US,84,Fantasy-Comedy-Family,Col
"Minkoff, Rob & Roger Allers",1994,"Lion King, The",US,88,Musical-Family-Animated,Col
"Minnelli, Vincente",1943,Cabin in the Sky,US,100,Musical-Fantasy-Dance,BW
"Minnelli, Vincente",1944,Meet Me in St. Louis,US,113,Musical-Family-Drama,Col
"Minnelli, Vincente",1945,"Clock, The",US,90,Romance,BW
"Minnelli, Vincente",1945,Yolanda and the Thief,US,108,Musical-Romance-Fantasy,Col
"Minnelli, Vincente",1946,Ziegfeld Follies,US,110,Musical-Dance-Comedy,Col
"Minnelli, Vincente",1948,"Pirate, The",US,102,Musical-Dance-Adventure,Col
"Minnelli, Vincente",1950,Father of the Bride ,US,93,Comedy,BW
"Minnelli, Vincente",1951,"American in Paris, An",US,115,Musical-Dance,Col
"Minnelli, Vincente",1952,"Bad and the Beautiful, The",US,118,Drama,BW
"Minnelli, Vincente",1953,"Band Wagon, The",US,112,Musical-Dance-Comedy,Col
"Minnelli, Vincente",1954,Brigadoon,US,108,Musical-Fantasy-Dance,Col
"Minnelli, Vincente",1954,"Long, Long Trailer, The",US,103,Comedy,Col
"Minnelli, Vincente",1955,"Cobweb, The",US,124,Drama,Col
"Minnelli, Vincente",1955,Kismet,US,113,Musical-Fantasy-Adventure,Col
"Minnelli, Vincente",1956,Lust for Life,US,122,Drama-Biography,Col
"Minnelli, Vincente",1957,Designing Woman,US,118,Romance-Comedy,Col
"Minnelli, Vincente",1958,Gigi,US,116,Musical-Romance-Comedy,Col
"Minnelli, Vincente",1958,Some Came Running,US,136,Drama,Col
"Minnelli, Vincente",1960,Bells Are Ringing,US,127,Musical-Comedy-Romance,Col
"Minnelli, Vincente",1960,Home from the Hill,US,150,Drama,Col
"Minnelli, Vincente",1962,"4 Horsemen of the Apocalypse, The",US,153,War-Drama,Col
"Minnelli, Vincente",1962,Two Weeks in Another Town,US,107,Drama,Col
"Minnelli, Vincente",1963,"Courtship of Eddie's Father, The",US,117,Drama-Comedy,Col
"Mirande, Yves",1935,Baccara,France,91,---,BW
"Mir-Karimi, Seyyed Reza",2000,"Child and the Soldier, The",Iran,90,Drama,Col
"Mirkin, David",1997,Romy and Michele's High School Reunion,US,91,Comedy,Col
"Misumi, Kenji",1972,Baby Cart,Japan,89,Action-Drama,Col
"Misumi, Kenji",1972,Lightning Swords of Death,Japan,83,Action,Col
"Mitchell, Eric",1980,Underground U.S.A.,US,85,Drama,Col
"Mitchell, John Cameron",2001,Hedwig and the Angry Inch,US,91,Musical-Drama-Comedy,Col
"Mitchell, John Cameron",2006,Shortbus,US,101,Drama-Adult,Col
"Miyazaki, Hayao",1979,"Castle of Cagliostro, The",Japan,110,Animated-Adventure-Mystery,Col
"Miyazaki, Hayao",1984,Nausicaä of the Valley of Wind,Japan,116,Animated-Science Fiction-Drama,Col
"Miyazaki, Hayao",1986,Castle in the Sky/Laputa: The Flying Island,Japan,124,Animated-Fantasy-Adventure,Col
"Miyazaki, Hayao",1988,My Neighbour Totoro,Japan,86,Fantasy-Family-Animated,Col
"Miyazaki, Hayao",1989,Kiki's Delivery Service,Japan,103,Fantasy-Family-Animated,Col
"Miyazaki, Hayao",1992,Porco Rosso/Kurenai no buta,Japan-France,94,Comedy-Animated-Adventure,Col
"Miyazaki, Hayao",1997,Princess Mononoke,Japan,133,Animated-Action-Fantasy,Col
"Miyazaki, Hayao",2001,Spirited Away,Japan,124,Animated-Adventure-Fantasy,Col
"Miyazaki, Hayao",2004,Howl's Moving Castle,Japan,119,Animated-Adventure-Fantasy,Col
"Miyazaki, Hayao",2008,Ponyo,Japan-US,103,Animated-Adventure-Family,Col
"Mizoguchi, Kenji",1933,Gion Festival,Japan,86,Drama,BW
"Mizoguchi, Kenji",1936,Osaka Elegy,Japan,71,Drama,BW
"Mizoguchi, Kenji",1936,Sisters of the Gion,Japan,69,Historical-Drama,BW
"Mizoguchi, Kenji",1937,"Straits of Love and Hate, The/Aien kyo",Japan,88,Romance-Drama,BW
"Mizoguchi, Kenji",1939,"Story of the Late Chrysanthemums, The",Japan,143,Romance-Drama,BW
"Mizoguchi, Kenji",1941,"47 Ronin, The",Japan,219,Historical-Action-Drama,BW
"Mizoguchi, Kenji",1946,Utamaro and His Five Women,Japan,94,Drama,BW
"Mizoguchi, Kenji",1949,My Love Has Been Burning,Japan,84,Drama,BW
"Mizoguchi, Kenji",1951,"Lady from Musashino, The",Japan,88,Drama,BW
"Mizoguchi, Kenji",1951,Miss Oyu,Japan,94,Drama,BW
"Mizoguchi, Kenji",1952,"Life of Oharu, The",Japan,146,Drama,BW
"Mizoguchi, Kenji",1953,Gion Bayashi/A Geisha,Japan,85,Drama,BW
"Mizoguchi, Kenji",1953,Ugetsu monogatari,Japan,96,Drama,BW
"Mizoguchi, Kenji",1954,Chikamatsu monogatari,Japan,100,Drama-Romance,BW
"Mizoguchi, Kenji",1954,Sansho the Bailiff,Japan,125,Drama,BW
"Mizoguchi, Kenji",1954,Uwasa no onna,Japan,95,Drama,BW
"Mizoguchi, Kenji",1955,Princess Yang Kwei Fei,Japan-Hong Kong,98,Romance-Drama-Historical,Col
"Mizoguchi, Kenji",1955,Shin heike monogatari,Japan,108,Drama,Col
"Mizoguchi, Kenji",1956,Street of Shame,Japan,96,Drama,BW
"Mizushima, Tsutomu",2001,Shin Chan: Attack of the Adult Empire,Japan,90,Animated-Comedy,---
"Mnouchkine, Ariane",1978,Moliere,Italy-France,260,Drama-Biography,Col
"Mochizuki, Rokuro",1998,Gedo/The Outer Way,Japan,99,Drama-Crime,Col
"Mocky, Jean-Pierre",1966,"Bourse et la vie, La",Italy-France-West Germany,90,Comedy,Col
"Moffatt, Tracey",1989,Night Cries: A Rural Tragedy,Australia,19,Short,Col
"Moguy, Léonide",1936,"Mioche, Le",France,98,---,BW
"Moguy, Léonide",1944,Action in Arabia,US,72,War-Spy-Drama,BW
"Moguy, Léonide",1950,Domani e troppo tardi,Italy,101,Drama,BW
"Moholy-Nagy, Laszlo",1930,Light Spill: Black-White-Gray,Germany-USSR,6,Short,---
"Moland, Hans Petter",1995,Zero Kelvin,Norway-Sweden,118,---,Col
"Molinaro, Edouard",1978,"Cage aux Folles, La",France-Italy,91,Comedy,Col
"Molinero, Carlos & Lola Salvador",2006,"Mist in the Palm Trees, the",Spain,87,Documentary,Col
"Moll, Dominik",2000,"With a Friend Like Harry.../Harry, He's Here to Help",France,116,Drama-Thriller,Col
"Monahan, Craig",1998,"Interview, The",Australia,103,Thriller-Crime-Drama,Col
"Moncrieff, Karen",2006,"Dead Girl, The",US,---,Drama-Mystery-Thriller,Col
"Monicelli, Mario",1955,"Eroe dei nostri tempi, Un",Italy,85,Comedy,BW
"Monicelli, Mario",1958,Big Deal on Madonna Street,Italy,91,Crime-Comedy,BW
"Monicelli, Mario",1959,"Great War, The/La Grande guerra",France-Italy,118,War-Comedy-Drama,BW
"Monicelli, Mario",1963,"Organiser, The",Italy,126,Drama-Crime-Political,BW
"Monicelli, Mario",1966,For Love and Gold/L'Armata Brancaleone,Italy-France-Spain,120,Comedy-Adventure,Col
"Monicelli, Mario",1975,My Friends/Amici miei,Italy,140,Comedy,Col
"Monicelli, Mario",1977,"Borghese piccolo piccolo, Un",Italy,122,Drama,Col
"Monicelli, Mario & Steno",1951,Guardie e ladri/Cops and Robbers,Italy,109,Comedy,BW
"Monicelli, Mario/Dino Risi/Ettore Scola",1977,Viva Italia!,Italy,115,Comedy,Col
"Monk, Meredith",1988,Book of Days,US,75,---,Col-BW
"Monteiro, João César",1978,Veredas,Portugal,120,---,Col
"Monteiro, João César",1986,À Flor do Mar,Portugal,143,Drama-Romance,Col
"Monteiro, João César",1989,Recollections of the Yellow House,Portugal,122,Drama-Comedy,Col
"Monteiro, João César",1995,God's Comedy,Portugal-France-Italy-Denmark,170,Drama-Comedy,Col
"Monteiro, João César",2003,Vai-E-Vem,Portugal-France,179,Comedy-Drama,Col-BW
"Montgomery, Robert",1946,Lady in the Lake,US,103,Mystery-Crime-Drama,BW
"Montgomery, Robert",1947,Ride the Pink Horse,US,101,Crime-Drama-Mystery,BW
"Moodysson, Lukas",1998,Show Me Love,Sweden-Denmark,89,Romance-Drama,Col
"Moodysson, Lukas",2000,Together,Sweden-Denmark-Italy,106,Drama-Comedy,Col
"Moodysson, Lukas",2002,Lilya 4-ever,Sweden-Denmark,109,Drama,Col
"Moodysson, Lukas",2004,"Hole in My Heart, A",Sweden-Denmark,97,Drama-Horror,Col
"Moomaw, Lewis H.",1924,"Chechahcos, The",US,87,Adventure-Drama,BW
"Moore, Michael",1989,Roger & Me,US,87,Documentary-Comedy,Col
"Moore, Michael",1997,"Big One, The",US,90,Documentary-Comedy,Col
"Moore, Michael",2002,Bowling for Columbine,US,120,Documentary-Comedy,Col
"Moore, Michael",2004,Fahrenheit 9/11,US,122,Documentary-War,Col
"Moore, Tomm",2008,"Secret of Kells, The",France-Belgium-Ireland,79,---,Col
"Moorhouse, Jocelyn",1991,Proof,Australia,91,Drama,Col
"Morahan, Christopher",1986,Clockwise,UK,96,Comedy,Col
"Moreau, David & Xavier Palud",2005,Them,France-Romania,77,---,Col
"Moreau, Yolande & Gilles Porte",2004,Quand la mer monte...,Belgium-France,90,Comedy-Drama-Romance,Col
"Morel, Pierre",2004,District 13/District B13,France,85,---,Col
"Morel, Pierre",2007,Taken,France,94,---,Col
"Moretti, Nanni",1985,"Mass is Over, The",Italy,96,Religious-Drama-Comedy,Col
"Moretti, Nanni",1989,Palombella Rossa,Italy,87,Comedy-Sports,Col
"Moretti, Nanni",1994,Caro diario,Italy-France,100,Comedy,Col
"Moretti, Nanni",1998,Aprile,Italy-France,77,Comedy,Col
"Moretti, Nanni",2001,"Son's Room, The",Italy-France,99,Drama,Col
"Moretti, Nanni",2006,"Caiman, The",Italy-France,113,Comedy-Drama,Col
"Mori, Kazuo",1959,Samurai Vendetta,Japan,109,Drama-Action,Col
"Morimoto, Koji/Katsuhiro Ohtomo/Tensai Okamura",1995,Memories,Japan,113,Animated-Fantasy-Science Fiction,Col
"Morita, Yoshimitsu",1981,Something Like It,Japan,103,Comedy,Col
"Morita, Yoshimitsu",1984,"Family Game, The",Japan,107,Drama-Comedy,Col
"Morris, Chris",2010,Four Lions,UK-France,101,Comedy,Col
"Morris, David Burton",1988,Patti Rocks,US,86,Comedy,Col
"Morris, Errol",1978,Gates of Heaven,US,85,Documentary,Col
"Morris, Errol",1981,"Vernon, Florida",US,55,Documentary,Col
"Morris, Errol",1988,"Thin Blue Line, The",US,96,Documentary,Col
"Morris, Errol",1992,"Brief History of Time, A",UK-US,84,Documentary-Science Fiction-Biography,Col
"Morris, Errol",1997,"Fast, Cheap & Out of Control",US,80,Documentary,Col-BW
"Morris, Errol",2003,"Fog of War, The",US,107,Documentary,Col
"Morris, Howard",1967,Who's Minding the Mint?,US,97,Comedy,Col
"Morrison, Bill",2002,Decasia,US,67,---,BW
"Morrison, Phil",2005,Junebug,US,107,Drama-Comedy,Col
"Morrissey, Paul",1968,Flesh,US,105,Erotic-Drama,Col
"Morrissey, Paul",1970,Trash,US,110,Drama-Comedy,Col
"Morrissey, Paul",1972,Heat ,US,100,Drama-Comedy,Col
"Morrissey, Paul",1974,Andy Warhol's Dracula/Blood For Dracula/Young Dracula,France-Italy,93,Horror,Col
"Morrissey, Paul",1974,Andy Warhol's Frankenstein/Flesh for Frankenstein,France-Germany-Italy,94,Horror,Col
"Morrissey, Paul",1985,Mixed Blood,France,97,Drama-Action,Col
"Moskowitz, Mark",2002,Stone Reader,US,127,Documentary-Drama,Col
"Moss, Robb",2003,"Same River Twice, The",US,78,Documentary,Col
"Mostow, Jonathan",1997,Breakdown,US,96,Thriller,Col
"Mostow, Jonathan",2003,Terminator 3: Rise of the Machines,Germany-US,109,Thriller-Science Fiction-Action,Col
"Motohashi, Seiichi",2002,Alexei and the Spring,Japan,104,Documentary,---
"Mottola, Greg",1995,"Daytrippers, The",US,87,Comedy,Col
"Mottola, Greg",2007,Superbad,US,113,Comedy,Col
"Mottola, Greg",2011,Paul ,US-UK-Japan,104,Adventure-Comedy-Science Fiction,Col
"Moullet, Luc",1976,Anatomie d'un rapport,France,82,---,BW
"Moullet, Luc",1978,Genèse d'un repas,France,115,Documentary,BW
"Moullet, Luc",1984,Barres,France,14,Short,Col
"Moullet, Luc",1988,Essai d'ouverture,France,15,Short-Documentary-Comedy,Col
"Moullet, Luc",1991,Cabale des oursins,France,13,Short,---
"Mouris, Frank & Caroline Mouris",1973,Frank Film,US,9,Animated-Short-Biography,Col
"Mowbray, Malcolm",1985,"Private Function, A",UK,93,Comedy,Col
"Mowbray, Malcolm",1990,Don't Tell Her It's Me,US,101,Romance-Comedy,Col
"Moyle, Allan",1990,Pump Up the Volume,US,100,Drama,Col
"Moyle, Allan",1999,New Waterford Girl,Canada,97,Comedy,Col
"Muccino, Gabriele",2001,"Last Kiss, The/L'ultimo bacio",Italy,118,---,Col
"Muccino, Gabriele",2003,Remember Me,Italy-France-UK,125,Comedy-Romance-Drama,Col
"Mugge, Robert",1981,Sun Ra: A Joyful Noise,US,60,Documentary-Musical,Col
"Mukdasanit, Euthana",1986,Butterflies and Flowers/Peesua lae dokmai,Thailand,120,---,---
"Mukherjee, Hrishikesh",1971,Anand,India,---,Drama,Col
"Mulcahy, Russell",1984,Razorback,Australia,95,Horror-Thriller,Col
"Mulcahy, Russell",1986,Highlander,US,111,Fantasy-Action,Col
"Mulcahy, Russell",1991,Ricochet,US,97,Crime-Action-Thriller,Col
"Mullan, Peter",2002,"Magdalene Sisters, The",UK-Ireland,119,Drama,Col
"Muller, Harold L.",1928,There it Is,US,19,Short-Comedy,BW
"Muller, Ray",1993,"Wonderful, Horrible Life of Leni Riefenstahl, The",Belgium-Germany-UK,182,Documentary,Col-BW
"Müller, Traugott",1941,Friedemann Bach,Germany,102,---,BW
"Mulligan, Robert",1957,Fear Strikes Out,US,100,Sports-Biography,BW
"Mulligan, Robert",1962,To Kill a Mockingbird,US,129,Drama,BW
"Mulligan, Robert",1963,Love with the Proper Stranger,US,100,Drama-Comedy,BW
"Mulligan, Robert",1965,Baby the Rain Must Fall,US,100,Drama,BW
"Mulligan, Robert",1965,Inside Daisy Clover,US,128,Drama,Col
"Mulligan, Robert",1969,"Stalking Moon, The",US,109,Western-Romance,Col
"Mulligan, Robert",1971,Summer of '42,US,102,Drama,Col
"Mulligan, Robert",1972,"Other, The",US,100,Horror,Col
"Mulligan, Robert",1991,"Man in the Moon, The",US,99,Romance-Drama,Col
"Mulvey, Laura",1979,Amy!,UK,34,---,Col
"Munch, Christopher",1991,"Hours and Times, The",US,60,Drama,BW
"Mune, Ian",1999,What Becomes of the Broken Hearted?,New Zealand,103,Drama,Col
"Mungiu, Cristian",2007,"4 Months, 3 Weeks and 2 Days",Romania-Netherlands-France-Germany,113,Drama,Col
"Munk, Andrzej",1958,Eroica,Poland,87,Comedy-Drama,BW
"Munk, Andrzej",1960,Bad Luck,Poland,92,Comedy,BW
"Munk, Andrzej",1963,Pasazerka/Passenger,Poland,62,---,BW
"Munro, David",1994,Death of a Nation: The Timor Conspiracy,UK,60,Documentary,Col-BW
"Murakami, Jimmy T.",1980,Battle Beyond the Stars,US,104,Science Fiction,Col
"Murakami, Jimmy T.",1986,When the Wind Blows,UK,80,Animated-War-Drama,Col
"Murakami, Ryu",1992,Tokyo Decadence,Japan,112,Drama,Col
"Murakawa, Toru",1980,"Beast to Die, The",Japan,119,Drama-Crime-Action,Col
"Muratova, Kira",1967,Korotkie vstrechi,USSR,96,---,BW
"Muratova, Kira",1971,"Long Goodbye, A",USSR,97,Drama,BW
"Muratova, Kira",1989,"Asthenic Syndrome, The",USSR,153,Drama,Col-BW
"Muratova, Kira",2004,Nastroyshchik,Russia-Ukraine,154,Comedy-Drama,BW
"Murch, Walter",1985,Return to Oz,US,110,Fantasy,Col
"Murer, Fredi M.",1985,Alpine Fire/Hohenfeuer,Switzerland,117,Drama,Col
"Murer, Fredi M.",1985,"Ame Soeur, L'",Switzerland,120,---,Col
"Murga, Celina",2003,Ana and the Others,Argentina,80,Drama,Col
"Murnau, F.W.",1922,Nosferatu,Germany,84,Horror,BW
"Murnau, F.W.",1922,Phantom,Germany,125,Drama,BW
"Murnau, F.W.",1924,"Last Laugh, The",Germany,77,Drama,BW
"Murnau, F.W.",1926,Faust,Germany,116,Fantasy-Drama-Horror,BW
"Murnau, F.W.",1926,Tartuffe,Germany,74,Drama,BW
"Murnau, F.W.",1927,Sunrise,US,110,Romance-Drama-Crime,BW
"Murnau, F.W.",1929,City Girl,US,90,Romance-Drama,BW
"Murnau, F.W.",1931,Tabu,US,82,Romance-Drama-Adventure,BW
"Muro, James",1987,Street Trash,US,91,Horror-Comedy,Col
"Murphy, Dudley",1929,Black and Tan,US,19,Drama-Musical-Short,BW
"Murphy, Dudley",1929,St. Louis Blues,US,16,Musical,Col
"Murphy, Dudley",1933,"Emperor Jones, The",US,72,Drama,BW
"Murphy, Edward D.",1982,Raw Force,US,86,Horror,Col
"Murphy, Geoff",1983,Utu,New Zealand,104,Drama,Col
"Murphy, Geoff",1985,"Quiet Earth, The",New Zealand,100,Science Fiction,Col
"Murua, Lautaro",1961,Alias Gardelito,Argentina,90,Drama,BW
"Musker, John/Ron Clements",1989,"Little Mermaid, The",US,82,Romance-Musical-Family-Animated,Col
"Musker, John/Ron Clements",1992,Aladdin,US,90,Romance-Musical-Family-Animated,Col
"Musker, John/Ron Clements",1997,Hercules,US,93,Animated-Musical-Comedy,Col
"Musker, John/Ron Clements",2002,Treasure Planet,US,95,Adventure-Animated-Family,Col
"Mutrux, Floyd",1971,Dusty and Sweets McGee,US,95,Crime-Drama,Col
"Mutrux, Floyd",1978,American Hot Wax,US,91,Musical-Drama-Historical,Col
"Mutrux, Floyd",1980,"Hollywood Knights, The",US,95,Comedy,Col
"Myerson, Alan",1972,Steelyard Blues,US,93,Crime-Comedy,Col
"Myrick, Daniel & Eduardo Sanchez",1998,"Blair Witch Project, The",US,80,Thriller-Horror,Col
"Nachmanoff, Jeffrey",2008,Traitor,US-Canada,114,---,Col
"Naderi, Amir",1973,Tangna,Iran,88,Drama-Thriller,BW
"Naderi, Amir",1981,Second Search,Iran,---,Adventure,---
"Naderi, Amir",1985,"Runner, The",Iran,94,Drama,Col
"Nagasaki, Shunichi",1982,"Heart, Beating in the Dark/Yamiutsu Shinzo",Japan,75,---,Col
"Nair, Mira",1988,Salaam Bombay!,India-UK,113,Drama,Col
"Nair, Mira",1991,Mississippi Masala,US,118,Drama-Romance-Comedy,Col
"Nair, Mira",1996,Kama Sutra: A Tale of Love,India-UK-Japan-Germany,114,Crime-Drama-Historical,Col
"Nair, Mira",2001,Monsoon Wedding,US-Italy-Germany-France,114,Romance-Drama,Col
"Nakagawa, Nobuo",1960,Jigoku,Japan,98,Horror,Col
"Nakahara, Shun",1990,"Cherry Orchard, The",Japan,96,Drama,Col
"Nakahira, Ko",1956,Crazed Fruit,Japan,86,Drama,BW
"Nakata, Hideo",1998,Ring/Ringu,Japan,95,Thriller-Horror-Mystery,Col
"Nakata, Hideo",1999,Ringu 2/Ring 2,Japan,95,Mystery-Horror,Col
"Nakata, Hideo",2002,Dark Water ,Japan,101,Drama-Horror-Mystery,Col
"Narizzano, Silvio",1966,Georgy Girl,UK,100,Drama-Comedy,BW
"Narizzano, Silvio",1977,Why Shoot the Teacher?,Canada,101,Drama,Col
"Naruse, Mikio",1935,Three Sisters with Maiden Hearts,Japan,75,Drama,BW
"Naruse, Mikio",1935,"Wife, Be Like a Rose",Japan,74,Drama,BW
"Naruse, Mikio",1951,Meshi,Japan,97,Drama,BW
"Naruse, Mikio",1952,Lightning,Japan,87,Drama,BW
"Naruse, Mikio",1952,Mother/Okaasan,Japan,98,Drama,BW
"Naruse, Mikio",1954,Late Chrysanthemums,Japan,101,Drama,BW
"Naruse, Mikio",1954,Yama no oto/Sound of the Mountain,Japan,96,Drama,BW
"Naruse, Mikio",1955,Floating Clouds,Japan,123,Romance-Drama,BW
"Naruse, Mikio",1956,Flowing/Nagareru,Japan,117,Drama,BW
"Naruse, Mikio",1958,Anzukko,Japan,110,---,BW
"Naruse, Mikio",1958,Iwashigumo,Japan,128,Drama,Col
"Naruse, Mikio",1960,When a Woman Ascends the Stairs,Japan,111,Drama,BW
"Naruse, Mikio",1964,Yearning/Midareru,Japan,98,Drama,BW
"Naruse, Mikio",1967,Scattered Clouds,Japan,108,Drama,Col
"Nasrallah, Yousry",1993,Marcides,Egypt-France,108,---,Col
"Nasrallah, Yousry",2004,"Door to the Sun, The",France-Egypt-Belgium-Denmark-Morocco,278,Romance-Drama-War,Col
"Natali, Vincenzo",1997,Cube,Canada,90,Science Fiction-Thriller-Mystery,Col
"Natali, Vincenzo",2002,Cypher,US,97,Thriller-Science Fiction-Fantasy,Col
"Nathanson, Jeff",2004,"Last Shot, The",US,93,Comedy,Col
"Nava, Gregory",1983,"Norte, El",US,139,Drama,Col
"Neame, Ronald",1956,"Man Who Never Was, The",UK,103,Spy-War-Drama,Col
"Neame, Ronald",1958,"Horse's Mouth, The",UK,93,Comedy,Col
"Neame, Ronald",1960,Tunes of Glory,UK,106,Drama-Romance,Col
"Neame, Ronald",1969,"Prime of Miss Jean Brodie, The",US,116,Drama-Comedy-Romance,Col
"Neame, Ronald",1972,"Poseidon Adventure, The",US,117,Disaster-Adventure-Thriller,Col
"Neame, Ronald",1974,"Odessa File, The",UK,128,War-Thriller-Drama,Col
"Neame, Ronald",1980,Hopscotch,US,104,Spy-Comedy-Adventure,Col
"Needham, Hal",1982,Megaforce,US,99,Science Fiction,Col
"Negishi, Kichitaro",1981,Enrai/Distant Thunder,Japan,135,Drama,Col
"Negulesco, Jean",1944,"Mask of Dimitrios, The",US,95,Spy-Crime-Mystery,BW
"Negulesco, Jean",1946,Humoresque,US,125,Romance-Drama,BW
